id,price
1,4.3456345
2,5.989946
3,14.947406
4,5.8659725
5,5.248094
6,10.443229
7,9.590483
8,3.3122897
9,8.997221
10,6.1404657
11,5.1973395
12,9.452369
13,3.873946
14,7.51833
15,7.221243
16,12.028544
17,7.128795
18,5.6135473
19,7.5220895
20,5.843123
21,4.386977
22,6.2417254
23,6.4543386
24,5.832932
25,7.2565646
26,5.2790174
27,4.687586
28,2.6426005
29,8.290892
30,3.4782615
31,2.4013119
32,5.4016466
33,4.7509007
34,5.2085032
35,13.03444
36,8.464043
37,19.546103
38,4.784414
39,7.046517
40,4.426987
41,3.6170356
42,10.656224
43,6.4208846
44,5.138528
45,5.7816525
46,2.1796367
47,53.018795
48,5.5325565
49,7.312952
50,2.7601423
51,4.6844974
52,7.505032
53,3.7672782
54,3.5608644
55,4.2999406
56,14.120573
57,6.776026
58,6.9708
59,20.857996
60,2.4644225
61,8.310347
62,5.137505
63,6.6480727
64,15.693407
65,6.9621367
66,7.0660887
67,8.845542
68,5.9444594
69,2.1316516
70,5.591735
71,6.739388
72,9.428578
73,2.5491443
74,4.527768
75,3.212719
76,7.732604
77,5.112192
78,3.5497372
79,8.610929
80,6.1790977
81,5.7554626
82,9.415621
83,8.006059
84,2.2302883
85,15.218955
86,22.843788
87,5.895445
88,3.0684435
89,3.9970198
90,14.010206
91,8.766672
92,7.187824
93,10.35686
94,4.7423315
95,7.3879557
96,7.7227654
97,6.879159
98,3.536718
99,8.982357
100,7.284359
101,5.479603
102,3.2792878
103,9.66793
104,15.785986
105,2.920679
106,7.2646112
107,10.037544
108,4.946504
109,11.889363
110,5.90871
111,8.171062
112,6.975952
113,3.73107
114,5.0133643
115,6.385337
116,8.974633
117,8.484793
118,11.343249
119,6.8045726
120,4.8118362
121,1.920402
122,12.499692
123,12.023695
124,9.261494
125,5.2475343
126,8.278873
127,10.791751
128,9.757368
129,3.8100188
130,5.3349433
131,2.2263694
132,10.4748335
133,6.2962255
134,8.127872
135,3.715951
136,4.584656
137,8.214476
138,7.604734
139,4.5533547
140,8.691372
141,5.5001426
142,8.329528
143,13.104495
144,4.274645
145,5.937346
146,7.712531
147,13.509721
148,4.3295126
149,4.1251593
150,4.436024
151,5.339164
152,4.219227
153,13.110628
154,4.3082356
155,5.6297693
156,7.0739193
157,29.362976
158,6.636036
159,4.957463
160,7.520028
161,14.326233
162,58.482727
163,13.293727
164,9.601489
165,7.3487678
166,7.8316693
167,8.463684
168,6.5346966
169,7.87597
170,6.091783
171,2.9788904
172,5.4888983
173,5.897504
174,7.7391148
175,16.422268
176,1.1765009
177,3.6181376
178,8.37912
179,4.2461557
180,6.7494645
181,7.5213594
182,5.3873568
183,5.58829
184,9.37455
185,7.27859
186,1.0350983
187,8.037226
188,8.219967
189,7.104034
190,9.439793
191,4.1621118
192,9.36205
193,8.482304
194,5.4662933
195,3.5295682
196,6.26486
197,4.619301
198,6.166064
199,5.1434817
200,5.0232368
201,10.934307
202,4.2311406
203,6.245188
204,4.8632927
205,1.0328119
206,11.404377
207,4.22098
208,3.8528888
209,5.3741426
210,14.205667
211,9.969463
212,4.0972753
213,1.9975702
214,7.45336
215,12.099407
216,5.5458717
217,9.444814
218,7.103502
219,6.514715
220,3.909991
221,6.3676343
222,6.7701488
223,4.9309187
224,4.457733
225,9.056819
226,4.1803236
227,4.10897
228,24.28125
229,5.60602
230,7.3902626
231,3.4245734
232,4.734208
233,5.6998663
234,7.2299986
235,3.1447897
236,6.7323275
237,5.242172
238,13.154267
239,15.233113
240,10.618874
241,3.9820375
242,6.4285135
243,11.201302
244,5.064244
245,2.5920496
246,12.701047
247,5.5304475
248,5.811648
249,15.394707
250,10.743871
251,9.545609
252,10.204436
253,15.938257
254,8.517913
255,7.068828
256,31.05988
257,10.040891
258,4.820799
259,5.142528
260,4.5139604
261,9.039889
262,4.110771
263,13.981612
264,5.2609773
265,16.40955
266,7.169418
267,3.602975
268,7.2498302
269,10.326288
270,7.990632
271,6.650139
272,9.67423
273,6.1228776
274,6.90781
275,5.5041046
276,8.117115
277,28.012232
278,5.727498
279,13.917564
280,5.805479
281,6.2800436
282,7.7848525
283,6.562826
284,32.73942
285,8.050542
286,6.8512907
287,7.1742897
288,6.6627364
289,3.5444458
290,2.603041
291,9.420061
292,10.765343
293,6.444951
294,3.6827557
295,4.142863
296,7.144588
297,4.8899508
298,6.837198
299,7.42201
300,13.685932
301,12.431732
302,7.509021
303,1.5785424
304,4.826094
305,9.925528
306,8.490446
307,10.224937
308,7.188123
309,3.9079626
310,3.900375
311,3.9563642
312,5.611651
313,5.710172
314,9.771569
315,5.7250204
316,5.2756414
317,13.876114
318,8.181951
319,1.7969241
320,3.3034766
321,4.980079
322,1.7883427
323,10.753579
324,9.161165
325,1.0340323
326,39.54001
327,5.6796937
328,6.283388
329,10.734828
330,8.019175
331,4.12535
332,10.11283
333,7.39503
334,17.614193
335,6.2890515
336,4.866697
337,3.1236587
338,4.3521767
339,8.939206
340,7.029355
341,8.586607
342,5.9835434
343,6.3339133
344,8.083549
345,8.436417
346,11.656975
347,8.479866
348,5.689329
349,5.510367
350,25.866076
351,13.876229
352,18.70458
353,4.440222
354,8.541333
355,6.837754
356,13.293808
357,4.921383
358,1.6259668
359,4.7653933
360,2.5644145
361,11.655197
362,5.1410575
363,6.2239575
364,11.783411
365,5.6407123
366,10.366804
367,8.234722
368,5.065285
369,4.269993
370,5.326161
371,4.0486145
372,1.7189851
373,12.994552
374,3.9954906
375,2.9580653
376,8.1442795
377,39.61209
378,4.138782
379,5.472035
380,5.45186
381,5.713694
382,6.8272276
383,3.2979882
384,6.374159
385,10.261547
386,3.3519166
387,25.899158
388,9.990466
389,6.5582385
390,24.267906
391,7.010564
392,12.260673
393,3.2621849
394,17.42648
395,9.105371
396,2.5804276
397,5.190046
398,10.477591
399,10.935074
400,9.247348
401,5.6307807
402,5.7858577
403,15.745722
404,5.855995
405,8.607662
406,5.0150886
407,7.7130156
408,4.884574
409,5.7022657
410,5.9736066
411,32.96384
412,3.8609898
413,5.563576
414,5.9508758
415,5.2843266
416,15.13232
417,6.1819134
418,5.3357916
419,3.3184223
420,8.750589
421,6.2150183
422,6.331419
423,6.527737
424,13.4229555
425,3.8152475
426,2.0202024
427,12.992876
428,9.693037
429,10.71499
430,6.00269
431,7.142969
432,6.13265
433,6.289946
434,6.048899
435,10.896951
436,4.5522065
437,12.750696
438,6.6588078
439,16.799664
440,4.2802486
441,10.67987
442,13.725194
443,13.800699
444,4.1404777
445,10.085267
446,9.3296175
447,6.889712
448,7.2886066
449,7.1387105
450,8.519856
451,3.9537864
452,10.689444
453,12.999175
454,5.9031453
455,3.350087
456,9.248637
457,9.315219
458,5.3778763
459,9.347873
460,2.2106974
461,10.119699
462,6.1712675
463,3.4218433
464,8.01418
465,5.963
466,5.7331767
467,4.6614747
468,4.906663
469,7.4069667
470,4.964137
471,4.870175
472,8.994329
473,3.4914846
474,7.8616796
475,4.207103
476,5.5644865
477,4.5453587
478,4.252574
479,4.48697
480,0.802817
481,4.1621118
482,4.6150947
483,3.1520143
484,4.2905045
485,5.1800323
486,49.727554
487,6.0633254
488,6.3960314
489,6.177025
490,2.8968806
491,5.5584483
492,8.723557
493,13.566584
494,8.594608
495,3.5383325
496,11.444351
497,22.481504
498,3.3261466
499,13.891741
500,9.6592045
501,9.064456
502,10.390672
503,10.533469
504,4.2085543
505,9.038213
506,7.591463
507,4.6472464
508,6.085444
509,7.3079877
510,3.4718833
511,4.013529
512,3.9706235
513,10.6082735
514,5.329808
515,5.8521433
516,5.616317
517,6.8869815
518,3.4446673
519,8.829481
520,7.095296
521,5.1323414
522,3.3558815
523,8.01418
524,7.3986254
525,7.239406
526,5.4187155
527,12.355994
528,5.630635
529,6.6120014
530,10.147808
531,6.084228
532,5.9615464
533,4.2988095
534,19.92054
535,5.1938925
536,22.825228
537,4.2873564
538,1.3366903
539,5.409765
540,6.08006
541,6.348277
542,7.8318896
543,5.874647
544,1.579085
545,8.915259
546,5.3348737
547,9.61742
548,7.3409023
549,9.15103
550,11.134916
551,8.413931
552,2.1531215
553,5.58358
554,14.752475
555,8.200192
556,28.780577
557,4.11651
558,3.4233494
559,5.123663
560,3.490621
561,7.5535007
562,7.3056135
563,2.3322935
564,4.4865294
565,8.664023
566,7.411259
567,7.583136
568,5.4588695
569,4.105561
570,18.071241
571,5.982233
572,2.4644225
573,3.8355615
574,6.5390754
575,12.206168
576,3.7429125
577,7.392929
578,16.59097
579,6.701955
580,4.340023
581,10.7230015
582,3.195318
583,5.817799
584,9.097664
585,4.0057864
586,3.3445647
587,13.875506
588,22.29081
589,4.3422914
590,6.6852436
591,6.692921
592,12.087256
593,7.4524193
594,12.708615
595,2.6304095
596,7.283057
597,10.674468
598,4.6293697
599,4.653672
600,10.494533
601,7.7366705
602,5.485438
603,5.7188993
604,6.154484
605,7.827282
606,4.730932
607,3.5238612
608,4.462119
609,8.294046
610,3.3857837
611,3.6391957
612,9.479729
613,10.174309
614,10.142667
615,3.544924
616,5.59785
617,5.340368
618,31.758139
619,11.126203
620,7.7789445
621,10.943277
622,7.7629232
623,8.351023
624,29.156675
625,6.7776804
626,5.3693905
627,12.398854
628,6.734042
629,4.364608
630,5.8330374
631,6.3697968
632,25.99388
633,9.773097
634,4.776142
635,7.5749483
636,15.471593
637,7.2057843
638,3.8944745
639,5.4184
640,2.9210148
641,4.4503736
642,2.918595
643,7.236404
644,6.029927
645,13.396467
646,6.6628866
647,4.624637
